date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:53	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Mar%202022%2009:58:52%20GMT	https://peakstudio.org/robots.txt		(from )
10:58:54	17501/17501	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2011:00:23%20GMT	https://peakstudio.org/	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/index.html	(from )
10:58:55	28924/28924	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Aug%202021%2019:02:10%20GMT	https://peakstudio.org/assets/img/CR_icon.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/CR_icon.png	(from https://peakstudio.org/)
10:58:55	161409/161409	---M-Z	200	added ('OK')	text/css	etag:W/%2227681-LKxK/BIJg5IUESlr1Oj9ipS6I34%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/DevxenoxxLab/cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/css/bootstrap.min.css	(from https://peakstudio.org/)
10:58:56	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%22ecd507b3125edc4d2a03aa6ae5d07da9%22	https://use.fontawesome.com/releases/v5.15.4/css/all.css	C:/My%20Web%20Sites/DevxenoxxLab/use.fontawesome.com/releases/v5.15.4/css/all.css	(from https://peakstudio.org/)
10:58:57	9261/9261	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Aug%202021%2011:40:30%20GMT	https://peakstudio.org/assets/css/main.css	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/css/main.css	(from https://peakstudio.org/)
10:58:57	17501/17501	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2011:00:23%20GMT	https://peakstudio.org/index.html	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/index-2.html	(from https://peakstudio.org/)
10:58:58	23494/23494	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2011:27:34%20GMT	https://peakstudio.org/portfolio.html	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/portfolio.html	(from https://peakstudio.org/)
10:58:59	4200/4200	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2010:25:22%20GMT	https://peakstudio.org/contacts.html	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/contacts.html	(from https://peakstudio.org/)
10:59:01	131934/131934	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Aug%202021%2022:17:32%20GMT	https://peakstudio.org/assets/img/Decimal.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/Decimal.png	(from https://peakstudio.org/)
10:59:02	168134/168134	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Aug%202021%2022:18:04%20GMT	https://peakstudio.org/assets/img/SpaceBot.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/SpaceBot.png	(from https://peakstudio.org/)
10:59:03	38901/38901	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Aug%202021%2022:19:06%20GMT	https://peakstudio.org/assets/img/Binam.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/Binam.png	(from https://peakstudio.org/)
10:59:03	198491/198491	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Aug%202021%2022:18:20%20GMT	https://peakstudio.org/assets/img/FinWhaleX.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/FinWhaleX.png	(from https://peakstudio.org/)
10:59:05	2186/2186	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:17:40%20GMT	https://peakstudio.org/assets/img/icons/Node.js.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Node.js.svg	(from https://peakstudio.org/)
10:59:05	1637/1637	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:18:12%20GMT	https://peakstudio.org/assets/img/icons/TypeScript.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/TypeScript.svg	(from https://peakstudio.org/)
10:59:07	776/776	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:24:04%20GMT	https://peakstudio.org/assets/img/icons/Solidity.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Solidity.svg	(from https://peakstudio.org/)
10:59:07	2208/2208	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:24:16%20GMT	https://peakstudio.org/assets/img/icons/Java.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Java.svg	(from https://peakstudio.org/)
10:59:09	2760/2760	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:24:12%20GMT	https://peakstudio.org/assets/img/icons/GO.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/GO.svg	(from https://peakstudio.org/)
10:59:09	1543/1543	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:24:22%20GMT	https://peakstudio.org/assets/img/icons/Dart.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Dart.svg	(from https://peakstudio.org/)
10:59:10	1733/1733	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:32%20GMT	https://peakstudio.org/assets/img/icons/Nuxt.js.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Nuxt.js.svg	(from https://peakstudio.org/)
10:59:11	344/344	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:36%20GMT	https://peakstudio.org/assets/img/icons/Vue.js.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Vue.js.svg	(from https://peakstudio.org/)
10:59:11	4690/4690	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:39%20GMT	https://peakstudio.org/assets/img/icons/React.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/React.svg	(from https://peakstudio.org/)
10:59:12	1693/1693	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:42%20GMT	https://peakstudio.org/assets/img/icons/Next.js.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Next.js.svg	(from https://peakstudio.org/)
10:59:12	2792/2792	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:45%20GMT	https://peakstudio.org/assets/img/icons/Web3.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Web3.svg	(from https://peakstudio.org/)
10:59:13	3247/3247	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:48%20GMT	https://peakstudio.org/assets/img/icons/Hardhat.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Hardhat.svg	(from https://peakstudio.org/)
10:59:14	773/773	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:51%20GMT	https://peakstudio.org/assets/img/icons/Truffle.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Truffle.svg	(from https://peakstudio.org/)
10:59:14	845/845	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:55%20GMT	https://peakstudio.org/assets/img/icons/Flutter.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Flutter.svg	(from https://peakstudio.org/)
10:59:15	635/635	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:27:58%20GMT	https://peakstudio.org/assets/img/icons/Telegram%20Bot%20API.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Telegram%20Bot%20API.svg	(from https://peakstudio.org/)
10:59:15	525/525	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:28:01%20GMT	https://peakstudio.org/assets/img/icons/Facebook%20Bot%20API.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Facebook%20Bot%20API.svg	(from https://peakstudio.org/)
10:59:16	1168/1168	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:28:04%20GMT	https://peakstudio.org/assets/img/icons/Trading%20View.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Trading%20View.svg	(from https://peakstudio.org/)
10:59:16	2637/2637	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:28:07%20GMT	https://peakstudio.org/assets/img/icons/Metamask.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Metamask.svg	(from https://peakstudio.org/)
10:59:16	504/504	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:28:16%20GMT	https://peakstudio.org/assets/img/icons/IPFS.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/IPFS.svg	(from https://peakstudio.org/)
10:59:17	7483/7483	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:22%20GMT	https://peakstudio.org/assets/img/icons/PostgreSQL.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/PostgreSQL.svg	(from https://peakstudio.org/)
10:59:17	2037/2037	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:25%20GMT	https://peakstudio.org/assets/img/icons/MongoDB.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/MongoDB.svg	(from https://peakstudio.org/)
10:59:18	273/273	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:33:39%20GMT	https://peakstudio.org/assets/img/icons/Ethereum.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Ethereum.svg	(from https://peakstudio.org/)
10:59:18	990/990	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:33:42%20GMT	https://peakstudio.org/assets/img/icons/Bitcoin.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Bitcoin.svg	(from https://peakstudio.org/)
10:59:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Mar%202022%2009:59:17%20GMT	https://peakstudio.org/assets/img/icons/TR%c3%90%c2%9eN.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/TR%c3%90%c2%9eN.svg	(from https://peakstudio.org/)
10:59:19	697/697	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:04%20GMT	https://peakstudio.org/assets/img/icons/Binance%20Smart%20Chain.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Binance%20Smart%20Chain.svg	(from https://peakstudio.org/)
10:59:19	1606/1606	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:07%20GMT	https://peakstudio.org/assets/img/icons/EOS.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/EOS.svg	(from https://peakstudio.org/)
10:59:20	1786/1786	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:09%20GMT	https://peakstudio.org/assets/img/icons/Tendermint%20Core.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Tendermint%20Core.svg	(from https://peakstudio.org/)
10:59:20	914/914	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:12%20GMT	https://peakstudio.org/assets/img/icons/Cosmos%20SDK.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Cosmos%20SDK.svg	(from https://peakstudio.org/)
10:59:21	495/495	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:15%20GMT	https://peakstudio.org/assets/img/icons/Litecoin.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Litecoin.svg	(from https://peakstudio.org/)
10:59:21	1794/1794	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Aug%202021%2007:35:18%20GMT	https://peakstudio.org/assets/img/icons/Polkadot.svg	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/icons/Polkadot.svg	(from https://peakstudio.org/)
10:59:23	72380/72380	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-11abc%22	https://code.jquery.com/jquery-3.5.1.slim.min.js	C:/My%20Web%20Sites/DevxenoxxLab/code.jquery.com/jquery-3.5.1.slim.min.js	(from https://peakstudio.org/)
10:59:24	431280/431280	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2007:42:44%20GMT	https://peakstudio.org/assets/img/c0af28c.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/c0af28c.png	(from https://peakstudio.org/)
10:59:24	84378/84378	---M-Z	200	added ('OK')	application/javascript	etag:W/%221499a-rsVR5NVzRjCI/KfRT7ZE6zifGDk%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/DevxenoxxLab/cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/js/bootstrap.bundle.min.js	(from https://peakstudio.org/)
10:59:26	957/957	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2027%20Aug%202021%2011:26:42%20GMT	https://peakstudio.org/assets/js/app.js	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/js/app.js	(from https://peakstudio.org/)
10:59:27	830151/830151	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Sep%202020%2021:06:30%20GMT	https://www.gstatic.com/firebasejs/7.21.1/firebase.js	C:/My%20Web%20Sites/DevxenoxxLab/www.gstatic.com/firebasejs/7.21.1/firebase.js	(from https://peakstudio.org/)
10:59:28	118950/118950	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:03:09%20GMT	https://peakstudio.org/assets/img/tracewallet.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/tracewallet.png	(from https://peakstudio.org/portfolio.html)
10:59:29	99134/99134	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:03:41%20GMT	https://peakstudio.org/assets/img/cryptocash.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/cryptocash.png	(from https://peakstudio.org/portfolio.html)
10:59:29	113269/113269	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:04:10%20GMT	https://peakstudio.org/assets/img/sonicpay.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/sonicpay.png	(from https://peakstudio.org/portfolio.html)
10:59:31	48435/48435	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:21:46%20GMT	https://peakstudio.org/assets/img/d8x.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/d8x.png	(from https://peakstudio.org/portfolio.html)
10:59:31	92592/92592	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:10:21%20GMT	https://peakstudio.org/assets/img/hedpay.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/hedpay.png	(from https://peakstudio.org/portfolio.html)
10:59:32	107365/107365	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:23:22%20GMT	https://peakstudio.org/assets/img/dao.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/dao.png	(from https://peakstudio.org/portfolio.html)
10:59:33	66158/66158	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:21:13%20GMT	https://peakstudio.org/assets/img/cryptoken.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/cryptoken.png	(from https://peakstudio.org/portfolio.html)
10:59:33	268056/268056	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:11:19%20GMT	https://peakstudio.org/assets/img/ferfit.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/ferfit.png	(from https://peakstudio.org/portfolio.html)
10:59:34	55564/55564	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:10:43%20GMT	https://peakstudio.org/assets/img/pay2bit.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/pay2bit.png	(from https://peakstudio.org/portfolio.html)
10:59:35	151113/151113	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:11:09%20GMT	https://peakstudio.org/assets/img/cryptoduel.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/cryptoduel.png	(from https://peakstudio.org/portfolio.html)
10:59:35	164565/164565	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:11:33%20GMT	https://peakstudio.org/assets/img/cyberfi.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/cyberfi.png	(from https://peakstudio.org/portfolio.html)
10:59:35	240767/240767	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2009:10:33%20GMT	https://peakstudio.org/assets/img/samurai.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/samurai.png	(from https://peakstudio.org/portfolio.html)
10:59:38	305258/305258	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2010:11:47%20GMT	https://peakstudio.org/assets/img/yearnyfi.png	C:/My%20Web%20Sites/DevxenoxxLab/peakstudio.org/assets/img/yearnyfi.png	(from https://peakstudio.org/portfolio.html)
